source,target,relation,confidence,directed,label,source_url,slices,evidence,receipt,edge_class
discovery_source_local:ND006-006,institution_candidate_source_local:INSTITUTION008-015,self_reported_grantmaker,confirmed,yes,Self Reported Grantmaker,https://manifund.org/ZviMowshowitz,all,Also an SFF speculation granter,https://manifund.org/ZviMowshowitz https://manifund.org/ZviMowshowitz,FINANCIAL
discovery_source_local:ND006-006,person_source_local:audacious-project:AP-P004,co_recommender_with,confirmed,yes,Zvi Mowshowitz / Beth Barnes,https://thezvi.substack.com/p/zvis-thoughts-on-the-survival-and,all,"Three of us decided to make our names public: Myself, Oliver Habryka and Beth Barnes.",https://thezvi.substack.com/p/zvis-thoughts-on-the-survival-and,FINANCIAL
discovery_source_local:ND006-006,person_source_local:frame-fellowship:FRM-P002,served_as_regrantors_at_manifund,confirmed,yes,Zvi Mowshowitz / Austin Chen,https://reflectivealtruism.com/2024/06/27/human-biodiversity-part-2-manifest/,all,"At the moment, there are 17 active regrantors: ... Austin Chen, ... Zvi Mowshowitz, ...",https://reflectivealtruism.com/2024/06/27/human-biodiversity-part-2-manifest/,FINANCIAL
discovery_source_local:ND006-011,institution:inst-066,Publicly named Recommender,confirmed,yes,Publicly Named Recommender,https://survivalandflourishing.fund/2019/recommendations,all,Publicly named as a Recommender in SFF’s 2019-Q4 S-Process grant-recommendation round.,https://survivalandflourishing.fund/2019/recommendations https://survivalandflourishing.fund/2019/recommendations,FINANCIAL
discovery_source_local:ND006-011,institution:inst-066,has_role_at,confirmed,yes,The SFF-published 2019 Q4 S-Process round lists Alex Flint among its disclosed Recommenders.,https://survivalandflourishing.fund/2019/recommendations,all,"Source-local person/account only; no cross-source identity merge. Role does not establish legal employer, donation, payment, control, or ideology. Publication/capture date is not appointment or termination date. Disclosed grantmaking participant/account role; not staff employment, legal directorship",https://survivalandflourishing.fund/2019/recommendations,EMPLOYMENT
discovery_source_local:ND006-011,person_source_local:berkeley-existential-risk-initiative:BERI-P003,co_served_as_officers,confirmed,yes,Alex Flint / Andrew Critch,,all,Andrew Critch—executive director and board chair; Eric Rogstad—treasurer; Alex Flint—secretary,,GOVERNANCE
discovery_source_local:ND006-012,institution:inst-049,has_role_at,confirmed,yes,Longview Philanthropy’s archived page identifies Austin Smith as AI Program Associate.,https://www.longview.org/about/austin-smith/,all,"Source-local person/account only; no cross-source identity merge. Role does not establish legal employer, donation, payment, control, or ideology. Publication/capture date is not appointment or termination date.",https://www.longview.org/about/austin-smith/,EMPLOYMENT
discovery_source_local:ND006-012,institution:inst-049,role_as_described,confirmed,yes,Role As Described,https://www.longview.org/about/austin-smith/,all,Austin Smith AI Program Associate,https://www.longview.org/about/austin-smith/ https://digitalminds.cam/ https://www.longview.org/about/austin-smith/,EMPLOYMENT
discovery_source_local:ND006-012,institution:inst-056,participated_in_fellowship_at,confirmed,yes,Longview’s biography says Austin Smith participated in a fellowship at Pivotal Research.,https://www.longview.org/about/austin-smith/,all,Institutional context/source-local person identity only; no inferred ideology/control. Grantmaking/training role is not employment. Donation listing/recommendation is not verified payment; thresholds are not transaction sums. Existing dates remain source-stated; no present-tenure continuity. Stateme,https://www.longview.org/about/austin-smith/,EMPLOYMENT
discovery_source_local:ND006-014,institution:inst-064,Advisory Board display,confirmed,yes,Claire Short is displayed on Successif’s Advisory Board.,https://www.successif.org/about,all,"This is a source-local displayed Advisory Board association only. It does not establish legal governance, employment, authority, control, influence, or current continuity. Claire Short’s institutional identity remains source-local.",https://www.successif.org/about,GOVERNANCE
discovery_source_local:ND006-016,institution:inst-067,publisher_disclosed_lifetime_supporter,confirmed,yes,Publisher Disclosed Lifetime Supporter,https://www.tarbellcenter.org/about,all,"Tarbell lists Cullen O'Keefe among supporters giving $10k–$100k in lifetime donations, with a 2025 contribution.",https://www.tarbellcenter.org/about https://www.tarbellcenter.org/about,FINANCIAL
discovery_source_local:ND006-018,institution:inst-064,ai_policy_and_law_career_advisor,confirmed,yes,Ai Policy And Law Career Advisor,https://www.successif.org/about,all,Darryl Wright is an AI Law and Policy Career Advisor at Successif.,https://www.successif.org/about https://www.successif.org/darryl https://www.successif.org/about,GOVERNANCE
discovery_source_local:ND006-019,institution:inst-031,mentor_to,confirmed,yes,Drew Spartz / Frame Fellowship,https://framefellowship.com/,all,"Past Mentors ... Runs YouTube channel Species. Drew wants to build the largest AI Safety movement to ensure AI benefits humanity. Drew Spartz Creator, Species",https://framefellowship.com/,COLLAB
discovery_source_local:ND006-019,institution:inst-050,donated_via,confirmed,yes,Drew Spartz / Manifund,https://manifund.org/drewspartz,all,Grow An AI Safety Tiktok Channel To Reach Ten Million People | project donation | 1000,https://manifund.org/drewspartz,FINANCIAL
discovery_source_local:ND006-019,institution_candidate_source_local:INSTITUTION009-002,head_of_incubation_at,confirmed,yes,Drew Spartz / Nonlinear,https://www.nonlinear.org/about.html,all,Drew Spartz Head of Incubation Program,https://www.nonlinear.org/about.html,STRUCTURAL
discovery_source_local:ND006-019,person_source_local:frame-fellowship:FRM-P002,co_advisors_to_frame_fellowship,confirmed,yes,Drew Spartz / Austin Chen,https://framefellowship.com/manifesto,all,"Advisors ... Drew Spartz Cofounder, non-linear / Leading YouTuber ... Austin Chen Cofounder, Manifund",https://framefellowship.com/manifesto,GOVERNANCE
discovery_source_local:ND006-020,institution:inst-067,publisher_disclosed_lifetime_supporter,confirmed,yes,Publisher Disclosed Lifetime Supporter,https://www.tarbellcenter.org/about,all,"Tarbell lists Hazel Browne among supporters with $10,000–$100,000 in lifetime giving, with a 2024 donation.",https://www.tarbellcenter.org/about https://www.tarbellcenter.org/about,FINANCIAL
discovery_source_local:ND006-021,discovery_source_local:ND002-027,funded,confirmed,yes,Center for Applied Rationality / Jed McCaleb,https://survivalandflourishing.fund/,all,"SFF-2020-H2 | Jed McCaleb | Center for Applied Rationality | $23,000 | Center for Applied Rationality | General Support",https://survivalandflourishing.fund/,FINANCIAL
discovery_source_local:ND006-021,discovery_source_local:ND007-001,offered_employment_to,confirmed,yes,Jed McCaleb / Vitalik Buterin,https://en.wikipedia.org/wiki/Vitalik_Buterin,all,"Buterin reached out to Jed McCaleb for a job at Ripple who accepted. However, their proposed employment fell apart after Ripple was unable to support a U.S. visa for Buterin.",https://en.wikipedia.org/wiki/Vitalik_Buterin,EMPLOYMENT
discovery_source_local:ND006-021,institution:inst-001,funded,confirmed,yes,"Jed McCaleb / 80,000 Hours",https://survivalandflourishing.fund/,all,"SFF-2020-H1 | Jed McCaleb | 80,000 Hours | $30,000 | Centre for Effective Altruism USA | General Support of 80,000 Hours",https://survivalandflourishing.fund/,FINANCIAL
discovery_source_local:ND006-021,institution:inst-011,funded_by,confirmed,yes,Jed McCaleb / Berkeley Existential Risk Initiative,https://survivalandflourishing.fund/,all,"SFF-2021-H2 | Jed McCaleb | BERI-CHAI Collaboration | $250,000 | Berkeley Existential Risk Initiative | General Support of BERI-CHAI Collaboration",https://survivalandflourishing.fund/,FINANCIAL
discovery_source_local:ND006-021,institution:inst-034,funded_by,confirmed,yes,Jed McCaleb / Future of Life Institute,https://survivalandflourishing.fund/,all,"SFF-2020-H1 | Jed McCaleb | Future of Life Institute | $10,000 | Future of Life Institute | General Support",https://survivalandflourishing.fund/,FINANCIAL
discovery_source_local:ND006-021,institution:inst-048,funded,confirmed,yes,Jed McCaleb / Lightcone Infrastructure,https://www.lesswrong.com/posts/5n2ZQcbc7r4R8mvqc/the-lightcone-is-nothing-without-its-people-lw-lighthaven-s-5,all,"Vitalik Buterin and Jed McCaleb who each contributed $1,000,000 in 2023",https://www.lesswrong.com/posts/5n2ZQcbc7r4R8mvqc/the-lightcone-is-nothing-without-its-people-lw-lighthaven-s-5,FINANCIAL
discovery_source_local:ND006-021,institution:inst-053,recipient_reported_contribution_to,confirmed,yes,"MIRI lists Jed McCaleb among its largest contributors, each reported to have given at least $500,000 cumulatively since the institute’s founding in 2000.",https://intelligence.org/transparency/,all,Institutional context/source-local person identity only; no inferred ideology/control. Grantmaking/training role is not employment. Donation listing/recommendation is not verified payment; thresholds are not transaction sums. Existing dates remain source-stated; no present-tenure continuity. Stateme,https://intelligence.org/transparency/,FINANCIAL
discovery_source_local:ND006-021,institution:inst-066,Named funder,confirmed,yes,Named Funder,https://survivalandflourishing.fund/2020/h1/recommendations,all,Listed as an independent funder in SFF’s 2020-H1 and 2020-H2 S-Process grant-recommendation rounds.,https://survivalandflourishing.fund/2020/h1/recommendations https://survivalandflourishing.fund/2020/h1/recommendations,FINANCIAL
discovery_source_local:ND006-021,institution:inst-066,Publicly named Recommender,confirmed,yes,Publicly Named Recommender,https://survivalandflourishing.fund/2020/h1/recommendations,all,Publicly named as a Recommender in SFF’s 2020-H1 S-Process grant-recommendation round.,https://survivalandflourishing.fund/2020/h1/recommendations https://survivalandflourishing.fund/2020/h1/recommendations,FINANCIAL
discovery_source_local:ND006-021,institution:inst-066,funder_in,confirmed,yes,Jed McCaleb / Survival and Flourishing Fund,https://survivalandflourishing.fund/2020/h2/recommendations,all,"six people participated as “Recommenders” in a single round of a grant-recommendation process for Funders Jaan Tallinn (independent), Jed McCaleb (independent) and the Survival and Flourishing Fund (SFF).",https://survivalandflourishing.fund/2020/h2/recommendations,FINANCIAL
discovery_source_local:ND006-021,institution_candidate_source_local:INSTITUTION008-001,funded,confirmed,yes,Jed McCaleb / LessWrong,https://survivalandflourishing.fund/,all,"SFF-2020-H1 | Jed McCaleb | LessWrong | $30,000 | Center for Applied Rationality | General Support of LessWrong",https://survivalandflourishing.fund/,FINANCIAL
discovery_source_local:ND006-023,institution:inst-016,has_role_at,confirmed,yes,"Center for Security and Emerging Technology’s archived page identifies Josh A. Goldstein as Research Fellow, CyberAI Project.",https://cset.georgetown.edu/team/,all,"Source-local person/account only; no cross-source identity merge. Role does not establish legal employer, donation, payment, control, or ideology. Publication/capture date is not appointment or termination date.",https://cset.georgetown.edu/team/,EMPLOYMENT
discovery_source_local:ND006-024,institution:inst-024,employed_by,confirmed,yes,Joshua Axford / Effective Ventures,https://ev.org/wp-content/uploads/2024/07/2023_Form990_EVFUS.pdf,all,"JOSHUA AXFORD, SECRETARY THRU JAN 23 & MANAGING DIRECTOR (EV-UK)",https://ev.org/wp-content/uploads/2024/07/2023_Form990_EVFUS.pdf,EMPLOYMENT
discovery_source_local:ND006-024,institution:inst-046,cofounder and CEO,confirmed,yes,Impact Ops identifies Joshua Axford as “Co-Founder & CEO.”,https://impact-ops.org/about-us/,all,"The role is attributed by the supplied Impact Ops About page to the Impact Ops project/brand. This does not establish an office, ownership interest, governance role, or other legal relationship with Impact Operations Limited. The accepted person endpoint remains source-local; the supplied profile’s",https://impact-ops.org/about-us/,EMPLOYMENT
discovery_source_local:ND006-024,institution:inst-079,historically_listed_managing_director_at,confirmed,yes,Effective Ventures Foundation’s 2023 Form 990 lists Joshua Axford as Managing Director (EV-UK).,https://ev.org/wp-content/uploads/2024/07/2023_Form990_EVFUS.pdf,all,"Filing-local identity only; no Impact Ops founder merge. UK organizational scope, not US secretary relationship. No ideology, control, paid funding, or present role continuity inferred.",https://ev.org/wp-content/uploads/2024/07/2023_Form990_EVFUS.pdf,EMPLOYMENT
discovery_source_local:ND006-024,person_source_local:impact-ops:IOP-P022,co_founded,confirmed,yes,Joshua Axford / Andrew Leeke,https://impact-ops.org/about-us/,all,Joshua Axford — Co-Founder & CEO ... Andrew co-founded Impact Ops.,https://impact-ops.org/about-us/,EMPLOYMENT
discovery_source_local:ND006-026,institution:inst-017,employed_by,confirmed,yes,Katie Glass / Centre for Effective Altruism,https://www.centreforeffectivealtruism.org/blog/ceas-plans-for-2020,all,"CEA’s Groups team currently has two full-time staff (Katie Glass, Harri Besceli)",https://www.centreforeffectivealtruism.org/blog/ceas-plans-for-2020,EMPLOYMENT
